CATÁLOGO DE VÁLVULAS 3B 2024,,,,,,,,,,,,,,,,,,,,
"Motor 
Engine","Aplicación 
Application","Cil 
Cyl","D
G","Nº 3B 
3B P/N","Sup Vast.   
Stem Over Size.","Ø Vástago     
Stem","Ø Cabeza      
Head","Largo Total 
Length",º,TIPO CHAV,CAB,#OE,#OE,#OE,#OE,#OE,#OE,#MORESA,#EDIVAL,
,,,,3113-AC,.005,8.806,39,122.5,45º,2,C,1635318,,,,,,,,
,,,,23113-ECB,STD.,8.674,33,120,45º,2,C,,,,,,,,,
,,,,23113-ECB,.003,8.75,33,120,45º,2,C,,,,,,,,,
,,,,23113-ECB,.005,8.801,33,120,45º,2,C,,,,,,,,,
,,,,23113-ECB,.015,9.055,33,120,45º,2,C,,,,,,,,,
273 / 300  - 4.5 / 4.9 Lts. - V8 - 1990-92,DeVille / Eldorado / Seville - (Cadillac),8,G,3122-AC,STD.,8.675,45,121.9,45º,2,C,,,,,,,,,
,,,,3122-AC,.003,8.751,45,121.9,45º,2,C,,,,,,,,,
,,,,3122-AC,.005,8.802,45,121.9,45º,2,C,,,,,,,,,
,,,,3122-AC,.015,9.056,45,121.9,45º,2,C,,,,,,,,,
,,,,3123-EC,STD.,8.647,38.05,119.7,45º,2,C,,,,,,,,,
,,,,3123-EC,.003,8.723,38.05,119.7,45º,2,C,,,,,,,,,
,,,,3123-EC,.005,8.774,38.05,119.7,45º,2,C,,,,,,,,,
,,,,3123-EC,.015,9.028,38.05,119.7,45º,2,C,,,,,,,,,
279   -   4.6 Lts.- 32V - V8 - 1993-99,Eldorado / Seville - (Cadillac) Northstar DOHC,8,G,3660-AC,STD.,5.931,33.2,105.9,45º,2,C,1647199,,,,,,,,
,,,,3661-EC,STD.,5.931,29,90.5,45º,6,C,12556458,,,,,,,,
"   7.7 / 8.2 Lts.
V8  -  1968-73",Cadillac 472 / 500,8,G,3116-A,STD.,8.687,50.8,132.97,45º,6,A,1486753,,,,,,,,
,,,,23116-EC,STD.,8.674,41.3,133.35,45º,6,A,1486752,5232537,,,,,,,
Vortec GEN III V8 16v. 6.0lt. Vinj. L99 / ,Escalade ,8,G,4380-AC,STD,7.966,55,124,45º,2,C,12590771,12617533,,,,,V-7071,,
6.2lt. Vin W LS3  ,,,,4381-ECP,STD,7.955,40.4,124.8,45º,2,C,12582719,12612427,,,,,S-7072,,
"  7.7 / 8.2 Lts.
V8  -  1974-76",Cadillac 472 / 500,8,G,3117-A,STD.,8.674,50.8,126.65,45º,6,E,1602743,,,,,,,,
,,,,23117-ECP,STD.,8.674,41.3,126.95,45º,6,A,5232916,,,,,,,,
,CASE,,,,,,,,,,,,,,,,,,,
124 / 126 / 148,"G126 200B - G148 LPG 300, 300B, 400B, G148",4,D,3656-A,STD.,8.664,33.73,125.9,30º,8,B,A30437,,,,,,,,
,,,,3657-E,STD.,8.603,30.56,132.38,45º,8,B,G46249,,,,,,,,
154,154 Serie S / SC,4,G,3744-A,STD.,7.861,36.52,121.7,45º,3,B,A21704,,,,,,,,
,,,,3745-E,STD.,7.861,32.54,121.55,45º,3,A,A21703,,,,,,,,
188,188 / G180D  - Tractor 530 / 630,4,D,3674-AC,STD.,8.674,40.64,161.4,45º,7,A,A38422,A41726,,,,,,3081 A,
,,,,3675-EC,STD.,8.646,35.64,161.35,45º,18,A,4A41727,,,,,,,23081 E,
267 / 451,"A267D / 730 / 740 / 700B / 800B
451BD / 451BDT",4 / 6,D,3474-A,STD.,10.223,42.67,162.88,45º,18,C,A-58869,,,,,,,3082-A,
,,4 & 6 ,D,3473-E,STD.,10.224,39.67,163.27,45º,18,C,A-58870,,,,,,,23082 E,
NH PERKINS,CASE,6,D,4186-AC,STD.,9.436,47.5,146.9,30º,5,A,87802256,,,,,,,,
,,,,4187-ECB,STD.,9.41,43,146.5,45º,5,A,87802258,,,,,,,,
NH PERKINS,CASE,6,D,4186-AC,.015,9.817,47.5,146.9,30º,5,A,87802256,,,,,,,,
,,,,4187-ECB,.015,9.791,43,146.5,45º,5,A,87802258,,,,,,,,
NH PERKINS,CASE,6,D,4188-ACB,STD.,9.435,47.5,146.9,30º,6,A,I-EL-32052,,,,,,,,
,,,,4189-ECB,STD.,9.405,43,146.5,45º,6,A,E-EL-32053,,,,,,,21620 E,
"Ford 675 TA/HD Aspirado (Ford Genesis)
6 Cil.16v 7.5Lts 144 HP ",Case,6,D,4186-AC,STD,9.436,47.5,146.9,30º,5,A,87802256,,,,,,,,
,,,,4187-ECB,STD,9.41,43,146.5,45º,5,A,87802258,,,,,,,,
Ford 675 TA/HD Aspirado (Ford Genesis)6 Cil.16v 7.5Lts 144 HP ,Case,6,D,4186-AC,.015,9.817,47.5,146.9,30º,5,A,87802256,,,,,,,,
,,,,4187-ECB,.015,9.791,43,146.5,45º,5,A,87802258,,,,,,,,
Ford 675 TA/HD Aspirado (Ford Genesis)6 Cil.16v 7.5Lts 144 HP ,Case,6,D,4188-ACB,0.15,9.436,47.5,146.9,30º,6,A,I-EL-32052,,,,,,,,
,,,,4189-ECB,0.15,9.41,43,146.5,45º,6,A,E-EL-32053,,,,,,,21620 E,
FIAT CURSOR 9                                     8.7 Lts.,Cosechadoras Case Axial-Flow 8120 ,4 / 6,D,4110-AC,STD.,7.977,40,174.4,30º,2,A,500354085,, ,,,,,,
,Case Magnun 235 y 315,,,4111-ECB,STD.,7.977,39,173.3,45º,2,A,504078218,,,,,,,,
"L4, 336 C.I., (5.5L),  Turbo Diesel 8 Valve",A336BD,4,D,4628-AC,STD.,10.225,50.8,163.3,45º,18,A,,,,,,,,,
,,4,D,4629-ECX,STD.,10.19,44.35,163.3,45º,18,C,,,,,,,,,
"L6, 504 C.I., (8.3L),   TURBO Diesel 12 Valve",A504BD / A504BDT,6,D,4628-AC,STD.,10.225,50.8,163.3,45º,18,A,,,,,,,,,
,,6,D,4629-ECX,STD.,10.19,44.35,163.3,45º,18,C,,,,,,,,,
,CATERPILLAR,,,,,,,,,,,,,,,,,,,
  K25A,Autoelev. Caterpillar /Komatsu,4,D,4124-A,Std,6.97,38,98.87,45º,6,C,13201FY525,,,,,,,,
,,,D,4125-EN,Std,6.96,32.12,99,45º,6,C,13202FY525,,,,,,,,
1673 - 1959-69,D4 / D330 / D333,4 ,D,349-A,STD.,9.442,48.15,166.7,30º,3,A,7M7358, ,, ,,,,3019 A,
"1673
1959-69",D4 / D330 / D333,4 ,D,1349-EP,STD.,9.435,45.15,166.45,30º,3,A,8N3724,7M7360,9M4163,,,,,23019 E,
 3114 / 3116,3114 / 3116,4 / 6 ,D,3614-AC,STD.,8,47,177.2,30º,2,E,7W8064,1614280, , ,,,,23077 A,
 4.4lt. / 6.6lt.,3114 / 3116,6 ,D,3615-EC,STD.,8,40,176.9,45º,2,E,1051779,1360819,7W2699,,,,,23077 E,
 3204 / 3208 Aspirado                      2.8lt. / 10.5lt.                                             ,3204 / 3208 Aspirado,4/8,D,561-AC,STD.,9.459,53.2,144.8,30º,3,E,9L8368,9L7682,,,,,,2009-A,
,,,,561-AC,.015,9.84,53.2,144.8,30º,3,E,9L8368,9L7682,,,,,,2009-A,
,,,,1561-EBS,STD.,9.434,45.75,144.4,45º,3,E,9N5125,9L7683, , ,,,,,
,,,,1561-ECB,STD.,9.434,45.75,144.4,45º,3,E,9N5125,9L7683, ,,,,,22009-E,
,,,,1561-ECB,.015,9.815,45.75,144.4,45º,3,E,9N5125,9L7683, ,,,,,22009-E,
3304 / 3306,D4 / D4D / D5 / D6C Aspirado,4 / 6,D,573-A,STD.,9.441,51.3,139.95,30º,3,A,5S6452,,,,,,,3040 A,
3304 / 3306,D4 / D4D / D5 / D6C,4 / 6,D,573-E,STD.,9.441,48.16,139.2,30º,3,A,5S6449,,,,,,,3040 E,
3304 / 3306 T                                            7.0lt / 10.5lt,D4 / D4D / D5 / D6C - Turbo                                                       ,4 / 6,D,1573-ABS,STD.,9.44,51.3,139.95,30º,3,A,2W2621,9N6117,4W1670,7S8809,,,,23040 A,
3304 / 3306,D4 / D4D / D5 / D6C - Turbo,4 / 6,D,1573-EBS,STD.,9.441,48.16,139.2,30º,3,A,5S7232,8N0875,7S6767, ,,,,23240 E,
3304 / D330C / 3306 / D333                  7.0lt. / 10.5lt. ,D4D / D5 / D6C - Aspirado,4 / 6,D,3210-A,STD.,9.442,51.3,136.4,30º,3,A,6N9915,1007860,2W2620, ,,,,23053 A,
,D4D / D5 / D6C - Aspirado,4 / 6,D,23210-EB,STD.,9.44,48.2,134.8,30º,3,C,6N9916,7N0573,1007861,,,,,23053 E,
3304 / D330C / 3306 / D333                   7.0lt. / 10.5lt.  ,D4D / D5 / D6C - Turbo,4 / 6,D,3210-AS,STD.,9.442,51.3,136.4,30º,3,A,6N9915,2W2620,1007860,,,,,3053 A,
"3304 / 3306
1980",D4D / D5 / D6C - Turbo,4 / 6,D,23210-EBS,STD.,9.44,48.2,134.8,30º,3,C,6N9916,1007861,1487455,,,,,3053 E,
3406B / G3406 / 3408 / 3412 / G3412-  14.6lt. / 18.0lt / 27.0lt ,245 / 825C / 621B / 769 / 631D / 773B / 992C 3406 / ,"6 / 8 /
12",D,23229-ABS,STD.,9.441,45,181.35,30º,3,A,2W2622,1W3859,1152368,1085902,,,,23038 A,
3406 / 3408 / 3414          1984,245 / 825C / 621B / 769 / 631D / 773B / 992C,"6 / 8
12",D,23229-EBS,STD.,9.441,41.8,181.35,45º,3,A,1W3860,1W3860,1152367, ,,,,23038 E,
"CAT 3054 Turbo & NA / 3056 Turbo & NA  
4.0lt. / 6.0lt.",CAT 3054 Turbo & NA / 3056 Turbo & NA,4/6,D,4238-ACB,STD,8.962,43,122.94,45º,2,E,1382052,3142D041, ,,,,,,
,,,,4239-ECB,STD,8.943,41.05,123,45º,2,E,1382050,3142D031,,,,,,,
" 3054 / 3056 Turbo y Aspirado
            4.0 Lts  -6.0 Lts. ",3054 / 3056 Turbo y Aspirado,4/6,D,4240-ACB,STD,8.964,43,123,30º,2,E,1456855,,,,,,,,
,,,,4241-ECB,STD,8.949,41,123,30º,2,E,1456857,,,,,,,,
"CAT 3054 C & E Turbo y aspirado   
4Lts. - 4.4 Lts",CAT 3054 C & E Turbo y aspirado                                              ,4,D,4236-AN,STD,8.964,46.32,129.14,30º,2,A,2255495, ,,,,,,,
,,,,4237-ECB,STD,8.949,41.63,129.14,30º,2,A,2255499, ,,,,,,,
"C9 
8.8Lts 24v -Turbo Diesel L6",Caterpillar,6,D,4044-AX,STD,9.441,36,184.5,65º,3,C,1632442, , , ,,,,,
,,,,4045-ECB,STD,9.441,36,183,45º,3,E,1883122, , , ,,,,,
 V8 27.2Lts - V12 41.0Lts -  ," D8 
1958-69","4 / 6 / 
8/12",D,1571-ABS,STD.,12.59,59.5,236.2,45º,11,A,7F5310,8H1993, , ,,,,3039-A,
"D339 / D342 / D364 / D375 / D386 / 
D397 / D13000","D339 / D342 / D364 / D375 / D386 / 
D397 / D13000","4 / 6
8",D,1571-EBS,STD.,12.585,58,235.4,45º,11,A,5M5828,8H1994,7F4784, ,,,,23039-E,
14.6lt. / 29.2lt. / 39.0lt.,988 / 650 / 824 / 1693 / D343 / 346 / 348 / 349 / 1191,6 / 8 / 12 / 16 ,D,1569-APS,STD.,9.427,45,152.35,45º,3,A,1N4885,1P407,1N4886,,,,,22010 A,
D343 / 346 / 348 / 349,988 / 650 / 824,6,D,1569-EPS,STD.,9.43,41.85,152.4,45º,3,A,2M6403,1P1081,7E7830,,,,,22010 E,
L6 10.3lt / 12.0lt,3176 / C10 / C12,6,D,3848-AP,STD.,9.44,45,174,30º,3,A,7C5215,7E9578,7E5215,,,,,,
,,,,3849-ECP,STD.,9.44,42,174,45º,3,A,1337029,7C1586,7E9577, ,,,,,
 3176/ C10 /C12,3176/ C10 / C12,6,D,3848-AX,STD.,9.44,45,174,30º,3,E,1242692,1929213, ,,,,,,Upgrade
  10.3lt. 12.0 lt,,,,,,,,,,,,,,,,,,,,
V16 64.4Lt/  V12 48.3 Lt / V6 24.1Lt,D9 - 18 A 1 - 19 A 1 - 34 A 1 - D535C - D353E - G353 - D379 A/B - D398 A/B - D399 - G398- D398- G399 Gas natural & Diesel,6 / 8 / 12 / 16,D,3866-ABS,STD.,12.586,63.6,238.5,30º,11,A,7M7817, , , ,,,,22011-A,
,,,,3867-EBS,STD.,12.586,59.7,238.5,30º,11,A,8N3723,4H9804,8H7097, ,,,,22011-E,
3304 / D330C / D333C/ G3304 / 3306,3304 / D330C / D333C,4,D,4320-AX,STD,9.441,51.3,163.5,30º,3,E,7W7490, , , ,,,,,
  L4 - 7.0lt. 8v , G3304 / 3306 ,,,4321-EX,STD,9.441,48.15,162.5,30º,3,E,7W7491, , , ,,,,,
L6 14.6 Lts / L8 18 Lts / L12 27 Lts  ->  GAS,G3400 / G3408 / G3412,6 / 8 / 12,GAS NATURAL,4540-AX,STD,9.441,45,197.3,71º,3,E,3581229,,,,,,,,
,,,,4541-EX,STD,9.441,41.8,197.3,71º,3,E,3581230,,,,,,,,
14.6lt. / 18.0lt. / 27.0lt.,3406/3406B/G3406/G3408/3408/3412/G3412,6 / 8 / 12,D,3908-AB,STD.,9.442,45,181.4,20º,3,E,M-1227353,,,,,,,,
,,,,3909-ECB,STD.,9.442,41.8,181.45,20º,3,E,M-1018314,,,,,,,,
3126B  / C7 Accert TD,3126B  / C7 Accert TD,6,D,3928-AX,STD.,7.995,40,183,30º,2,A,1457390,2527801, , ,,,,,
 L6 - 7.2 Lts,,,,3929-EX,STD.,9.441,43,199,45º,3,A,1478211, , , ,,,,,
3406C / 3408C / 3412C,3406C / 3408C / 3412C,6/ 8 / 12,D,3922-ACB,STD.,9.441,45,184.3,30º,3,E,1220322, , , ,,,,,
 14.6lt. / 18.0lt. / 27.0lt,,,,3923-ECB,STD.,9.441,41.9,184.3,45º,3,E,1220321, , , ,,,,,
L6 - V8- V12,3406E / C15 / 3456 / C16 / 3408 / C18 / C27TD / 3412E / C32,6 / 8 / 12 ,D,3926-ACB,STD.,9.441,47,202,30º,3,A,1537023,2365605,, ,,,,,
14.6lt. / 15.8lt. / 18.0lt.  /27.0lt. / 32.1lt.,,,,3927-ECB,STD.,9.441,41.9,202,45º,3,A,1537024,2899231,, ,,,,,
L6 - V8- V12,Caterpillar,6 / 8 / 12 ,D,3926-AI (Version Inconel),STD.,9.441,47,202,30º,3,C,,,,,,,,,
14.6lt. / 15.8lt. / 18.0lt.  /27.0lt. / 32.1lt.,,,,3927-EI (Version Inconel),STD.,9.441,41.9,202,45º,3,C,,,,,,,,,
L4 / L6 5.7lt / 8.6lt.,D 315 / D316 / D318,4 / 6,D,570-A,STD.,11.08,51.5,197.7,45º,11,A,4F213,6H3026,,,,,,,
,,,,570-E,STD.,11.055,46.74,197.7,45º,11,A,4F212,,,,,,,,
C11 / C13A TDI  11.1lt. / 12.5lt ,C11 / C13A TDI ,6,D,4194-ACB,STD,9.438,44.6,188.41,30º,3,,2243028,,,,,,,,
 C13 TD / C11TD No Turbo 11.1lt.-12.5lt ,C13 TD / C11TD No Turbo,,,4196-AC,STD,9.438,44.6,188.38,30º,3,,2527802,,,,,,,,
C11 / C13A TDI  11.1lt. / 12.5lt ,C11 / C13A TDI ,,,4195-ECB,STD,9.44,41.5,187,45º,3,,2243030,,,,,,,,
34.5lt / 51.8 / 69.0lt. / 86.3lt ,S-3500 - 3508 / G3508 / 3516 / G3516 / G3520,8/12/16/ 20,GAS,4115-EX,STD,9.441,56,219,20º,3,A,1047184, 7E4610,7W6884,,,,,,
,,,,,,,,,,,,,,,,,,,,
" V8 34.5 Lts 32v Diesel/Gas
V12 51.8 Lts 48v Diesel/Gas 
V16 69.0 Lts 64v Diesel/Gas
V20 86.3 Lts 80v Diesel/Gas","3508/ G3508 / 3512 / G3512/
 3516 / G3516 / 3520 / G3520",8/12/16/20,D / GAS,4367-EX ,STD,9.441,56,219,20º,3,A,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
S-3500 - 3508B / 3512B / 3516B / 3524B    ,S-3500 - 3508B / 3512B / 3516B / 3524B,8 /12 /16 / 24,D,4114-AC,STD.,9.441,56,219,45º,3,C,2102542,1212028,,,,,,,
34.5lt. / 51.8lt / 69.0lt. / 117.0lt ,,,,4203-EX,STD.,12.573,56,219,20º,2,C,1944897,4432712,,,,,,,
L4 4.0lt. 3054 Asp. & TD, ,4,,3782-AC,STD,9.475,44.98,122.87,45º,2,A,3142L051,3142L071, , ,,,,6176 A,
, ,,,,,,,,,,,,,,,,,,,
L6 6.0lt. 3056 Asp. & TD,Caterpillar,,,3784-ACB,STD,9.475,44.98,122.87,60º,2,A,1004626,3142L072, , ,,,,,
 ,,,,,,,,,,,,,,,,,,,,
 , ,,,3399-ECB,STD,9.443,37.4,123.3,45º,2,A,7W4602,3142A051,31431961,,,,S-9586,,
, ,,,,,,,,,,,,,,,,,,,
L4 259 CI (4.2LTS) - 3066/ TURBO,"311B, 312B, 314C",4,D,4616-AN,STD,7.955,44,134,60,8,A,517738,,,,,,,,
,,4,D,4617-EN,STD,7.935,37,134,60,8,E,517739,,,,,,,,
L6 389CI (6.4LTS) - 3066/ TURBO,"320B, 320C",6,D,4616-AN,STD,7.955,44,134,60,8,A,517738,,,,,,,,
,,6,D,4617-EN,STD,7.935,37,134,60,8,E,517739,,,,,,,,
L4 259 CI (4.2LTS)  /  L6 389CI (6.4LTS) - 3066 MHI / TURBO,"312C, 314C, 320C, 320D, 320CI",4,D,4620-AN,STD,7.937,46,134,60,8,E,2128477,,,,,,,,
,,4,D,4617-EN,STD,7.935,37,134,60,8,E,517739,,,,,,,,
L4 258 CI (4.2LTS) 8v.,"3054B, 416D, 424D",4,D,4618-AC,STD,8.964,45,124.1,45º,2,E,1763134,,,,,,,,
,,4,D,4619-EC,STD,8.95,42,124.2,45º,2,E,1763137,,,,,,,,
L6 (6.4LTS) ACERT C6.4  - TURBO DIESEL,"320D L,312D,320D LRR,314D LCR,319D L,323D S,320D,323D L,321D LCR,320D FM,319D LN,312D L,319D,320D LN,323D LN,311D LRR,315D L,313D,320D RR,320D GC,314D CR,323D SA,320D FM RR,318D L,323D",6,D,4624-AN,STD,6.565,34.5,144,60,2,A,,,,,,,,,
,,6,D,4625-EN,STD,6.53,27.5,144,45º,2,A,,,,,,,,,
"L3, 91 C.I., (1.5L) C1.5, 6 , 6 Valve, Diesel, 400C Series", 403C.15 / N843-C,3,D,4626-AN,STD,6.96,37,99.5,45º,2,A,,,,,,,,,
,,3,D,4627-EN,STD,6.935,32.9,99.5,45º,2,A,,,,,,,,,
"L4, 8 Valve - Diesel 400 Series","L4, 135 C.I., (2.2L), 3024 / 3024C/T / C2.2 / C2.2T / N844L-C / N844LT-C / 404C.22 / 404C.22T / N8446-C / N844LT-C/  8 Valve, Turbo  Diesel 400 Serires",4,D,4626-AN,STD,6.96,37,99.5,45º,2,A,,,,,,,,,
,,4,D,4627-EN,STD,6.935,32.9,99.5,45º,2,A,,,,,,,,,
"L6, 893 C.I., (14.6L), , 24 Valve, Diesel / GAS",3406 DIESEL / G3406 GAS,6,D,4630-AX,STD,9.441,45,193.6,71,3,E,,,,,,,,,
,,6,D,4631-ECX,STD,9.441,41.8,193.6,71,3,E,,,,,,,,,
"L6, 1099 C.I., (18.0L),, 32 Valve, Gas", G3408 GAS,6,N,4630-AX,STD,9.441,45,193.6,71,3,E,,,,,,,,,
,,6,N,4631-ECX,STD,9.441,41.8,193.6,71,3,E,,,,,,,,,
"V8, 1099 C.I., (18.0L), 3408, 32 Valve, Diesel",3408,8,D,4630-AX,STD,9.441,45,193.6,71,3,E,,,,,,,,,
,,8,D,4631-ECX,STD,9.441,41.8,193.6,71,3,E,,,,,,,,,
"V12, 1649 C.I., (27.0L), , 48 Valve, Diesel",3412 DIESEL / G3412 GAS,12,D,4630-AX,STD,9.441,45,193.6,71,3,E,,,,,,,,,
,,12,D,4631-ECX,STD,9.441,41.8,193.6,71,3,E,,,,,,,,,
L6 19260 CC (19.3LTS) TURBO ,6D155,6,D,4622-A,STD,10.93,56.15,212.4,60,2,E,,,,,,,,,
,,6,D,4623-E,STD,10.93,53,212.4,45º,2,E,,,,,,,,,
"L6, (8.8 Lts.), 537 C.I., C9, 24 Valve Turbo Diesel",,6,D,4640-ACX,STD.,8,39,184.5,60,2,A,"2527803_x000D_
2418382 ",,,,,,,,
,,6,D,4641-ECX,STD.,9.441,36,184.65,45º,3,C,2418383 ,,,,,,,,
,CHERY,,,,,,,,,,,,,,,,,,,
1.1lt.-  L4 - 16v. ,Chery QQ,4,G,4360-AN,STD,4.96,24.5,78.8,45º,2,C,,,,,,,,,
,,,,4361-EN,STD,4.96,21,79.15,45º,2,C,,,,,,,,,
Acteco L4  1.3 LTS  16V,Chery Van Cargo 1,4,G,4510-AN,STD,5.97,29,108.3,45º,4,C,473H-1007011BA,,,,,,,,
,,,,4511-EN,SDT,5.95,24,107,45º,4,C,473H-1007012BA,,,,,,,,
"L4, (1.5 LTS.), 1497 C.C., 16 VALVE, ACTECO, SQRU77F",FULWIN COWIN,4,G,4779-A,STD.,5.96,30.3,108.15,45º,4,E,,,,,,,,,
,,,,4780-E,STD.,5.95,25,117.45,45º,4,E,,,,,,,,,
"SQR484F 
2,0 16v",Chery Tiggo ,4,G,4132-A,STD,5.98,33,107.63,45º,4,A,481H 1007011BA,,,,,,,1280 A,
,,,G,4133-EC,STD,5.97,27.75,106.36,45º,4,A,481H 1007012BA,,,,,,,21280 E,
"L4, (1.6 LTS), 16 VALVE, DWT, ACTECO, 4G16",Chery Tiggo III,4,G,4720-AN,STD,5.97,31.3,108,45º,4,E,,,,,,,,,
,,,,4721-EN,STD,5.96,26.5,106.4,45º,4,E,,,,,,,,,
,CHRYSLER,,,,,,,,,,,,,,,,,,,
"1.4 Lts. -  4G32   1.6 Lts.  -  4G36
1983-88",Arrow / Champ (Mitsubishi),4 ,G,831-A,STD.,7.975,38,106,45º,6,C,MD-000480,,,,,,,5201 A,
,,,,1831-ECP,STD.,7.936,31,102.46,45º,6,A,MD-000481,,,,,,,25201 E,
"1.4 Lts. - G12B / G15B
1986-89",Champ / Colt / Eagle (Mitsubishi),4 ,G,462-A,STD.,6.57,34,102.15,45º,2,C,MD-016460,,,,,,,1086 A,
,,,,1462-EB,STD.,6.538,30.03,101,45º,2,C,MD-016461,,,,,,V-9579X,21086 E,
1.4 Lts. - XZ - 1973-74,FOX SOHC L4,4 ,G,422-A,STD.,7.96,33.9,98.7,45º,2,E,056109601A,,,,,,V-9564,1102-A,
,,,,1422-EB,STD.,7.943,31.15,98.45,45º,2,E,056109611A,,,,,,S-9563,21102 E,
"121  -  2.0 Lts. A588  16V
1995-99",Neón DOHC ,4 ,G,3500-AC,STD.,5.943,34.8,111.61,45º,2,C,4607124,4667807,,,,,V-9727,1699 A,Suitable for CNG             --------            Apto GAS
,,,,3501-ECP,STD.,5.915,30.5,109.71,45º,2,C,4667129,4667972,,,,,S-9728,21699 E,
ED3 / EDG Gema -,200 / Sebring,4,G,4336-AC,STD,5.465,35,113.5,45º,2,E,50470688AA/AB,MN187696,,,,,V-7067,,
 L4 2.0lt. / 2.4lt.  - 16v,,,,4337-EC,STD,5.465,29,105.7,45º,2,E,5047069AA/AB,MN183950,,,,,S-7068,,
"16V. -  SOHC - 2,0 Lts. - (2000-03)",Neon,4,G,3830-AC,STD.,5.946,33.24,114.62,45º,4,C,4648615AC,,,,,,V-7141,,
,,,,3831-ECB,STD.,5.913,28.7,117.2,45º,4,C,4648613AC,,,,,,S-7142,,
"122 - 2.0 Lts. - 4G52 / 4G63
1974-82",Pick up D50 / Ram 50 (Mitsubishi),4 ,G,3276-A,STD.,7.95,42.99,112.78,45º,6,C,MD-020580,,,,,,,,
,,,,23276-EB,STD.,7.935,35,111.6,45º,6,E,MD-020581,,,,,,,,
121  -  2.0 Lts. 16V - 1994,Neon / Stratus,4,G,3470-AC,STD.,5.944,33.22,114.81,45º,2,C,04648615,,,,,,S-9826,1698 A,Suitable for CNG             --------            Apto GAS
,,,,3470-AC,.005,6.071,33.22,114.81,45º,2,C,04648615,,,,,,S-9826,1698 A,
,,,,3470-AC,.015,6.325,33.22,114.81,45º,2,C,04648615,,,,,,S-9826,1698 A,
,,,,3471-ECP,STD.,5.906,28.7,117.32,45º,2,C,4648613,,,,,,,,
,,,,3471-ECP,.005,6.033,28.7,117.32,45º,2,C,4648613,,,,,,,,
,,,,3471-ECP,.015,6.287,28.7,117.32,45º,2,C,4648613,,,,,,,,
135 - 2.2 Lts. - 1982-85,Dart / Volare / K,4 ,G,3250-A,STD.,7.943,40.6,112.23,45º,6,C,4201393,,,,,,V-9583,,
,,,,3250-A,.005,8.07,40.6,112.23,45º,6,C,4201393,,,,,,V-9583,,
,,,,3250-A,.015,8.324,40.6,112.23,45º,6,C,4201393,,,,,,V-9583,,
,,,,23250-ECP,STD.,7.892,35.4,112.85,45º,5,C,4227778,,,,,,S-9584,,
,,,,23250-ECP,.005,8.019,35.4,112.85,45º,5,C,4227778,,,,,,S-9584,,
,,,,23250-ECP,.015,8.273,35.4,112.85,45º,5,C,4227778,,,,,,S-9584,,
"135  -  2.2 Lts. / 153  -  2.5 Lts.
1984-90",Sprint / Dart ,4 ,G,3251-AC,STD.,7.94,40.59,114.26,45º,6,C,4323244,,,,,,V-9605,,Suitable for CNG             --------            Apto GAS
,,,,3251-AC,.005,8.067,40.59,114.26,45º,6,C,4323244,,,,,,V-9605,,
,,,,3251-AC,.015,8.321,40.59,114.26,45º,6,C,4323244,,,,,,V-9605,,
,,,,23251-ECP,STD.,7.92,35.4,114.85,45º,5,C,4298142,,,,,,S-7160,,
,,,,23251-ECP,.005,8.047,35.4,114.85,45º,5,C,4298142,,,,,,S-7160,,
,,,,23251-ECP,.015,8.301,35.4,114.85,45º,5,C,4298142,,,,,,S-7160,,
16V. - SOHC - 2.4 Lts. ,Stratus / PT Cruiser,4,G,3834-AC,STD.,5.943,34.79,111.8,45º,4,C,4667969AB,,,,,,V-9833,,
,,,,3835-ECB,STD.,5.914,28.4,110,45º,4,C,4777898AA,4884690AA,,,,,S-9834,,
2.5 Ltrs,Crhysler 2000-2002,4 ,G,3958-A,STD.,7.912,48.5,124.75,45º,4,E,53010512AA,,,,,,V-9757,,
,,,,3959-ECB,STD.,7.911,38.1,125.46,45º,4,E,53010513AA,,,,,,S-9758,,
4G64 L4 2.4Lts 16v,Sebring,4/6,G,3464-AN,STD.,5.965,32.85,112.4,45º,2,C,MD159502,301193,,,,,,1627 A,Suitable for CNG             --------            Apto GAS
V6 3.0Lts 24 v,,,,3465-EBN,STD.,5.95,29,114.1,45º,2,C,MD15569,MD303177,,,,,,21627 E,
150 - 2.5 Lts. - 1997-02,AMC 150,4 ,G,3654-A,STD.,7.912,48.5,124.75,45º,6,E,3242659,J3242659,,,,,,,
,,,,3655-ECP,STD.,7.912,38.1,125.5,45º,6,A,3242660,3242896,33002429,,,,,,
"156 - 2.6 Lts. - 4G54
1981-89",Mitsubishi,4 ,G,835-AN,STD.,7.975,46,110,45º,6,C,MD024518,,,,,,,,Suitable for CNG             --------            Apto GAS
,,,,1835-EPN,STD.,7.935,38,108,45º,6,E,MD-024519,,,,,,,,
OM 647 / OM 612 ,Dodge Sprinter 2500 y 3500.,5,D,4334-AN,STD,6.96,28.7,104,45º,2,C,A6280530001, 5117399AA,,,,,,,
L5 2.7lt. 20v. 3.9lt 12 v. ,,,,4335-EN,STD,6.96,26.2,104.5,45º,2,C,A6280530005,  5117402AA,,,,,,,
167 - 2.7 Lts. - V6  - 1998-00,Chrysler 2.7 DOHC - Concorde - Intrepid,6,G,3726-AC,STD.,5.945,33.8,108.2,45º,4,C,4663899,,,,,,,,Suitable for CNG             --------            Apto GAS
